"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AUS088-Set7aB11_S23.final.scaffolds.fasta.nohead.fasta","AUS089-Set7bE2_S2.final.scaffolds.fasta.nohead.fasta","AUS52.fasta","DUN-003B-Set9aC9_S33.final.scaffolds.fasta.nohead.fasta","DUN-004-Set9aC10_S34.final.scaffolds.fasta.nohead.fasta","ILPAO1.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","Pseudomonas_aeruginosa_PAO1_107.fna"
"group_10046","","hypothetical protein","19","19","1","1","10120","","","","254","254","254","CIGDOPNK_03338","BNMDDFNN_02385","NMHOBMPN_04741","LGHNJHKC_01525","DEIJMABD_00749","CDBGKAIK_04216","CECHFLPG_03487","IKEEPGDJ_02902","GDNBNODK_03064","LEACNAEK_00616","CABJIOEI_07401","GNFPCNDJ_03320","AELPJDKL_02526","LGGGIJGP_07935","BGKEFAEA_02573","BKCAIGBL_03394","BBPGNFAN_02942","JKFCCDBN_03362","DOOJPGAP_01623"
"tsaE","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","19","19","1","1","13419","","","","467","467","467","CIGDOPNK_04111","BNMDDFNN_02769","NMHOBMPN_02374","LGHNJHKC_04792","DEIJMABD_01826","CDBGKAIK_01295","CECHFLPG_04361","IKEEPGDJ_05361","GDNBNODK_03767","LEACNAEK_02766","CABJIOEI_08441","GNFPCNDJ_04408","AELPJDKL_04400","LGGGIJGP_10103","BGKEFAEA_00157","BKCAIGBL_04654","BBPGNFAN_01024","JKFCCDBN_01406","DOOJPGAP_05120"
"minD","","Septum site-determining protein MinD","19","19","1","1","281","","","","815","815","815","CIGDOPNK_01540","BNMDDFNN_00909","NMHOBMPN_00060","LGHNJHKC_05490","DEIJMABD_05375","CDBGKAIK_02034","CECHFLPG_00875","IKEEPGDJ_00892","GDNBNODK_00630","LEACNAEK_04392","CABJIOEI_05480","GNFPCNDJ_00922","AELPJDKL_00602","LGGGIJGP_05585","BGKEFAEA_04762","BKCAIGBL_00998","BBPGNFAN_01508","JKFCCDBN_03562","DOOJPGAP_03356"
"rpoN","","RNA polymerase sigma-54 factor","19","19","1","1","8454","","","","1493","1493","1493","CIGDOPNK_00784","BNMDDFNN_03592","NMHOBMPN_04383","LGHNJHKC_02137","DEIJMABD_04498","CDBGKAIK_04471","CECHFLPG_02995","IKEEPGDJ_03469","GDNBNODK_02533","LEACNAEK_01267","CABJIOEI_07581","GNFPCNDJ_03571","AELPJDKL_02777","LGGGIJGP_08188","BGKEFAEA_02394","BKCAIGBL_03645","BBPGNFAN_03182","JKFCCDBN_00852","DOOJPGAP_04608"
"group_10050","","hypothetical protein","19","19","1","1","10247","","","","278","278","278","CIGDOPNK_03463","BNMDDFNN_02262","NMHOBMPN_04865","LGHNJHKC_01649","DEIJMABD_00877","CDBGKAIK_04093","CECHFLPG_03364","IKEEPGDJ_03025","GDNBNODK_02941","LEACNAEK_00739","CABJIOEI_07276","GNFPCNDJ_03197","AELPJDKL_02403","LGGGIJGP_07810","BGKEFAEA_02696","BKCAIGBL_03271","BBPGNFAN_02819","JKFCCDBN_03239","DOOJPGAP_01746"
"petA","","Ubiquinol-cytochrome c reductase iron-sulfur subunit","19","19","1","1","8486","","","","593","593","593","CIGDOPNK_00816","BNMDDFNN_03560","NMHOBMPN_04415","LGHNJHKC_02169","DEIJMABD_04467","CDBGKAIK_04439","CECHFLPG_03027","IKEEPGDJ_03501","GDNBNODK_02565","LEACNAEK_01299","CABJIOEI_07549","GNFPCNDJ_03603","AELPJDKL_02809","LGGGIJGP_08220","BGKEFAEA_02426","BKCAIGBL_03677","BBPGNFAN_03214","JKFCCDBN_00884","DOOJPGAP_04576"
"mrdB","","Peptidoglycan glycosyltransferase MrdB","19","19","1","1","9012","","","","1145","1145","1145","CIGDOPNK_04484","BNMDDFNN_01968","NMHOBMPN_00819","LGHNJHKC_03921","DEIJMABD_05222","CDBGKAIK_04851","CECHFLPG_00143","IKEEPGDJ_00166","GDNBNODK_01066","LEACNAEK_01516","CABJIOEI_05909","GNFPCNDJ_00155","AELPJDKL_00907","LGGGIJGP_04841","BGKEFAEA_04347","BKCAIGBL_00227","BBPGNFAN_04084","JKFCCDBN_00614","DOOJPGAP_04131"
"ybeY","","Endoribonuclease YbeY","19","19","1","1","12617","","","","482","482","482","CIGDOPNK_04503","BNMDDFNN_01950","NMHOBMPN_00800","LGHNJHKC_03939","DEIJMABD_05241","CDBGKAIK_02593","CECHFLPG_04527","IKEEPGDJ_04653","GDNBNODK_04104","LEACNAEK_05828","CABJIOEI_08780","GNFPCNDJ_04745","AELPJDKL_03466","LGGGIJGP_08886","BGKEFAEA_01138","BKCAIGBL_04821","BBPGNFAN_02099","JKFCCDBN_05818","DOOJPGAP_04112"
"group_10054","","hypothetical protein","19","19","1","1","13117","","","","497","497","497","CIGDOPNK_03826","BNMDDFNN_05466","NMHOBMPN_02083","LGHNJHKC_04509","DEIJMABD_01545","CDBGKAIK_01012","CECHFLPG_04078","IKEEPGDJ_05644","GDNBNODK_04050","LEACNAEK_02483","CABJIOEI_08725","GNFPCNDJ_04691","AELPJDKL_04117","LGGGIJGP_10386","BGKEFAEA_00440","BKCAIGBL_04371","BBPGNFAN_01307","JKFCCDBN_00547","DOOJPGAP_05403"
"rplF","","50S ribosomal protein L6","19","19","1","1","9701","","","","533","533","533","CIGDOPNK_00261","BNMDDFNN_05559","NMHOBMPN_05500","LGHNJHKC_00329","DEIJMABD_06176","CDBGKAIK_05697","CECHFLPG_00312","IKEEPGDJ_00343","GDNBNODK_00816","LEACNAEK_03511","CABJIOEI_05661","GNFPCNDJ_00343","AELPJDKL_00783","LGGGIJGP_05044","BGKEFAEA_05238","BKCAIGBL_00416","BBPGNFAN_05374","JKFCCDBN_03463","DOOJPGAP_04380"
"group_10056","","hypothetical protein","19","19","1","1","10785","","","","407","407","407","CIGDOPNK_05206","BNMDDFNN_00310","NMHOBMPN_03305","LGHNJHKC_02523","DEIJMABD_05729","CDBGKAIK_00562","CECHFLPG_02802","IKEEPGDJ_02597","GDNBNODK_04854","LEACNAEK_03381","CABJIOEI_09540","GNFPCNDJ_02477","AELPJDKL_04803","LGGGIJGP_07021","BGKEFAEA_02931","BKCAIGBL_02775","BBPGNFAN_00304","JKFCCDBN_00021","DOOJPGAP_00991"
"pykA","","Pyruvate kinase II","19","19","1","1","8593","","","","1451","1451","1451","CIGDOPNK_00920","BNMDDFNN_03456","NMHOBMPN_04519","LGHNJHKC_00072","DEIJMABD_04363","CDBGKAIK_04335","CECHFLPG_03131","IKEEPGDJ_03605","GDNBNODK_02669","LEACNAEK_01403","CABJIOEI_07445","GNFPCNDJ_03707","AELPJDKL_02913","LGGGIJGP_08324","BGKEFAEA_02530","BKCAIGBL_03781","BBPGNFAN_03318","JKFCCDBN_00988","DOOJPGAP_04471"
"group_10058","","hypothetical protein","19","19","1","1","9656","","","","530","530","530","CIGDOPNK_00096","BNMDDFNN_04938","NMHOBMPN_05545","LGHNJHKC_00365","DEIJMABD_05114","CDBGKAIK_03046","CECHFLPG_00348","IKEEPGDJ_00402","GDNBNODK_00230","LEACNAEK_01728","CABJIOEI_04956","GNFPCNDJ_00394","AELPJDKL_00235","LGGGIJGP_05089","BGKEFAEA_05202","BKCAIGBL_00475","BBPGNFAN_03632","JKFCCDBN_01646","DOOJPGAP_05582"
"group_10059","","hypothetical protein","19","19","1","1","9483","","","","893","893","893","CIGDOPNK_00404","BNMDDFNN_03010","NMHOBMPN_02614","LGHNJHKC_00966","DEIJMABD_03899","CDBGKAIK_05500","CECHFLPG_00961","IKEEPGDJ_00978","GDNBNODK_00716","LEACNAEK_01774","CABJIOEI_05561","GNFPCNDJ_01059","AELPJDKL_00739","LGGGIJGP_05666","BGKEFAEA_04620","BKCAIGBL_01135","BBPGNFAN_04982","JKFCCDBN_01692","DOOJPGAP_04880"
"group_10060","","Acetyltransferase Pat","19","19","1","1","513","","","","560","560","560","CIGDOPNK_02635","BNMDDFNN_04857","NMHOBMPN_04076","LGHNJHKC_01391","DEIJMABD_05199","CDBGKAIK_02965","CECHFLPG_02028","IKEEPGDJ_01824","GDNBNODK_01762","LEACNAEK_00184","CABJIOEI_06482","GNFPCNDJ_01855","AELPJDKL_01603","LGGGIJGP_06393","BGKEFAEA_03705","BKCAIGBL_02002","BBPGNFAN_03713","JKFCCDBN_01923","DOOJPGAP_05663"
"rcnR","","Transcriptional repressor RcnR","19","19","1","1","11619","","","","275","275","275","CIGDOPNK_03199","BNMDDFNN_02522","NMHOBMPN_03644","LGHNJHKC_03035","DEIJMABD_04762","CDBGKAIK_00216","CECHFLPG_05357","IKEEPGDJ_04989","GDNBNODK_05202","LEACNAEK_02208","CABJIOEI_09896","GNFPCNDJ_05576","AELPJDKL_05150","LGGGIJGP_09612","BGKEFAEA_00802","BKCAIGBL_05653","BBPGNFAN_00652","JKFCCDBN_02208","DOOJPGAP_01338"
"leuE_1","","Leucine efflux protein","19","19","1","1","9523","","","","650","650","650","CIGDOPNK_00446","BNMDDFNN_02968","NMHOBMPN_02572","LGHNJHKC_01008","DEIJMABD_03941","CDBGKAIK_05458","CECHFLPG_01003","IKEEPGDJ_01020","GDNBNODK_00758","LEACNAEK_01816","CABJIOEI_05603","GNFPCNDJ_01017","AELPJDKL_00697","LGGGIJGP_05708","BGKEFAEA_04662","BKCAIGBL_01093","BBPGNFAN_05024","JKFCCDBN_01734","DOOJPGAP_04922"
"group_10063","","Cytochrome c5","19","19","1","1","536","","","","293","293","293","CIGDOPNK_02620","BNMDDFNN_04842","NMHOBMPN_04061","LGHNJHKC_01376","DEIJMABD_03441","CDBGKAIK_02950","CECHFLPG_02013","IKEEPGDJ_01809","GDNBNODK_01777","LEACNAEK_00169","CABJIOEI_06498","GNFPCNDJ_01870","AELPJDKL_01618","LGGGIJGP_06409","BGKEFAEA_03720","BKCAIGBL_01987","BBPGNFAN_03728","JKFCCDBN_01938","DOOJPGAP_05678"
"group_10064","","hypothetical protein","19","19","1","1","13308","","","","371","371","371","CIGDOPNK_04002","BNMDDFNN_02659","NMHOBMPN_02266","LGHNJHKC_04683","DEIJMABD_01720","CDBGKAIK_01187","CECHFLPG_04253","IKEEPGDJ_05469","GDNBNODK_03875","LEACNAEK_02658","CABJIOEI_08549","GNFPCNDJ_04516","AELPJDKL_04292","LGGGIJGP_10211","BGKEFAEA_00265","BKCAIGBL_04546","BBPGNFAN_01132","JKFCCDBN_01514","DOOJPGAP_05228"
"group_10065","","hypothetical protein","19","19","1","1","12799","","","","257","257","257","CIGDOPNK_02965","BNMDDFNN_01240","NMHOBMPN_01280","LGHNJHKC_05161","DEIJMABD_00208","CDBGKAIK_01700","CECHFLPG_03758","IKEEPGDJ_03902","GDNBNODK_03335","LEACNAEK_04084","CABJIOEI_08002","GNFPCNDJ_03976","AELPJDKL_03209","LGGGIJGP_08626","BGKEFAEA_01917","BKCAIGBL_04077","BBPGNFAN_01842","JKFCCDBN_04376","DOOJPGAP_03022"
"ihfA","","Integration host factor subunit alpha","19","19","1","1","13013","","","","302","302","302","CIGDOPNK_03167","BNMDDFNN_01450","NMHOBMPN_01491","LGHNJHKC_04943","DEIJMABD_00004","CDBGKAIK_01500","CECHFLPG_03558","IKEEPGDJ_04101","GDNBNODK_03135","LEACNAEK_03884","CABJIOEI_07802","GNFPCNDJ_03776","AELPJDKL_03408","LGGGIJGP_08827","BGKEFAEA_02117","BKCAIGBL_04278","BBPGNFAN_02041","JKFCCDBN_04575","DOOJPGAP_02822"
"group_10067","","hypothetical protein","19","19","1","1","472","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","215","215","215","CIGDOPNK_02674","BNMDDFNN_04896","NMHOBMPN_04116","LGHNJHKC_01430","DEIJMABD_05160","CDBGKAIK_03004","CECHFLPG_02067","IKEEPGDJ_01863","GDNBNODK_01723","LEACNAEK_00223","CABJIOEI_06443","GNFPCNDJ_01816","AELPJDKL_01564","LGGGIJGP_06354","BGKEFAEA_03666","BKCAIGBL_02041","BBPGNFAN_03674","JKFCCDBN_01884","DOOJPGAP_05624"
"ccoP1","","Cbb3-type cytochrome c oxidase subunit CcoP1","19","19","1","1","9626","","","","926","926","926","CIGDOPNK_03313","BNMDDFNN_02409","NMHOBMPN_04717","LGHNJHKC_01501","DEIJMABD_00725","CDBGKAIK_04241","CECHFLPG_00379","IKEEPGDJ_00465","GDNBNODK_00261","LEACNAEK_04815","CABJIOEI_04978","GNFPCNDJ_00425","AELPJDKL_00266","LGGGIJGP_05111","BGKEFAEA_05171","BKCAIGBL_00538","BBPGNFAN_02967","JKFCCDBN_04187","DOOJPGAP_01598"
"group_10069","","putative HTH-type transcriptional regulator","19","19","1","1","10612","","","","1019","1019","1019","CIGDOPNK_05072","BNMDDFNN_00177","NMHOBMPN_03171","LGHNJHKC_02391","DEIJMABD_04983","CDBGKAIK_00695","CECHFLPG_02669","IKEEPGDJ_02464","GDNBNODK_04721","LEACNAEK_03248","CABJIOEI_09407","GNFPCNDJ_02610","AELPJDKL_04670","LGGGIJGP_07154","BGKEFAEA_03064","BKCAIGBL_02642","BBPGNFAN_00171","JKFCCDBN_00154","DOOJPGAP_00858"
"ctaB","","Protoheme IX farnesyltransferase","19","19","1","1","7942","","","","914","914","914","CIGDOPNK_02416","BNMDDFNN_04071","NMHOBMPN_03865","LGHNJHKC_02876","DEIJMABD_03637","CDBGKAIK_02752","CECHFLPG_01432","IKEEPGDJ_01540","GDNBNODK_01369","LEACNAEK_00275","CABJIOEI_06083","GNFPCNDJ_01649","AELPJDKL_01335","LGGGIJGP_06312","BGKEFAEA_04175","BKCAIGBL_01723","BBPGNFAN_03926","JKFCCDBN_04729","DOOJPGAP_00119"
"group_10071","","hypothetical protein","19","19","1","1","7329","","","","206","206","206","CIGDOPNK_00156","BNMDDFNN_05399","NMHOBMPN_04196","LGHNJHKC_00185","DEIJMABD_04626","CDBGKAIK_05542","CECHFLPG_00568","IKEEPGDJ_03284","GDNBNODK_00402","LEACNAEK_03123","CABJIOEI_05139","GNFPCNDJ_03386","AELPJDKL_02592","LGGGIJGP_08002","BGKEFAEA_02209","BKCAIGBL_03460","BBPGNFAN_05327","JKFCCDBN_03424","DOOJPGAP_04793"
"iscU","","Iron-sulfur cluster assembly scaffold protein IscU","19","19","1","1","9131","","","","386","386","386","CIGDOPNK_04674","BNMDDFNN_01780","NMHOBMPN_00623","LGHNJHKC_04115","DEIJMABD_01163","CDBGKAIK_02419","CECHFLPG_04701","IKEEPGDJ_04479","GDNBNODK_04278","LEACNAEK_05631","CABJIOEI_08957","GNFPCNDJ_04919","AELPJDKL_03640","LGGGIJGP_09062","BGKEFAEA_01312","BKCAIGBL_04995","BBPGNFAN_02273","JKFCCDBN_02478","DOOJPGAP_03938"
"group_10073","yjiE_2","HTH-type transcriptional regulator YjiE","19","19","1","1","462","","","","908","908","908","CIGDOPNK_02684","BNMDDFNN_04906","NMHOBMPN_04126","LGHNJHKC_01440","DEIJMABD_05150","CDBGKAIK_03014","CECHFLPG_02077","IKEEPGDJ_01873","GDNBNODK_01713","LEACNAEK_00233","CABJIOEI_06433","GNFPCNDJ_01806","AELPJDKL_01554","LGGGIJGP_06344","BGKEFAEA_03656","BKCAIGBL_02051","BBPGNFAN_03664","JKFCCDBN_01874","DOOJPGAP_05614"
"rplD","","50S ribosomal protein L4","19","19","1","1","9687","","","","602","602","602","CIGDOPNK_00247","BNMDDFNN_05573","NMHOBMPN_05514","LGHNJHKC_00343","DEIJMABD_06190","CDBGKAIK_05711","CECHFLPG_00326","IKEEPGDJ_00329","GDNBNODK_00802","LEACNAEK_03525","CABJIOEI_05647","GNFPCNDJ_00329","AELPJDKL_00769","LGGGIJGP_05058","BGKEFAEA_05224","BKCAIGBL_00402","BBPGNFAN_05388","JKFCCDBN_03477","DOOJPGAP_04394"
"trxA_1","","Thioredoxin 1","19","19","1","1","8952","","","","869","869","869","CIGDOPNK_04426","BNMDDFNN_04628","NMHOBMPN_00877","LGHNJHKC_00855","DEIJMABD_03706","CDBGKAIK_04793","CECHFLPG_01119","IKEEPGDJ_01436","GDNBNODK_01008","LEACNAEK_01027","CABJIOEI_05851","GNFPCNDJ_01124","AELPJDKL_00965","LGGGIJGP_05787","BGKEFAEA_04405","BKCAIGBL_01199","BBPGNFAN_04142","JKFCCDBN_00428","DOOJPGAP_04190"
"group_10076","","putative acyl-CoA thioester hydrolase","19","19","1","1","9682","","","","404","404","404","CIGDOPNK_00070","BNMDDFNN_04964","NMHOBMPN_05519","LGHNJHKC_00391","DEIJMABD_05088","CDBGKAIK_03072","CECHFLPG_00374","IKEEPGDJ_00376","GDNBNODK_00256","LEACNAEK_01702","CABJIOEI_04929","GNFPCNDJ_00420","AELPJDKL_00261","LGGGIJGP_05063","BGKEFAEA_05176","BKCAIGBL_00449","BBPGNFAN_03606","JKFCCDBN_01620","DOOJPGAP_05556"
"fumA","","Fumarate hydratase class I, aerobic","19","19","1","1","8589","","","","1523","1523","1523","CIGDOPNK_00916","BNMDDFNN_03460","NMHOBMPN_04515","LGHNJHKC_00134","DEIJMABD_04367","CDBGKAIK_04339","CECHFLPG_03127","IKEEPGDJ_03601","GDNBNODK_02665","LEACNAEK_01399","CABJIOEI_07449","GNFPCNDJ_03703","AELPJDKL_02909","LGGGIJGP_08320","BGKEFAEA_02526","BKCAIGBL_03777","BBPGNFAN_03314","JKFCCDBN_00984","DOOJPGAP_04475"
"accB_1","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","19","19","1","1","7366","","","","248","248","248","CIGDOPNK_02112","BNMDDFNN_03197","NMHOBMPN_02846","LGHNJHKC_03340","DEIJMABD_02409","CDBGKAIK_04909","CECHFLPG_02140","IKEEPGDJ_01936","GDNBNODK_02075","LEACNAEK_00537","CABJIOEI_06670","GNFPCNDJ_02040","AELPJDKL_01788","LGGGIJGP_06581","BGKEFAEA_03593","BKCAIGBL_02242","BBPGNFAN_04471","JKFCCDBN_05083","DOOJPGAP_00505"
"group_10079","","hypothetical protein","19","19","1","1","527","","","","161","161","161","CIGDOPNK_02629","BNMDDFNN_04851","NMHOBMPN_04070","LGHNJHKC_01385","DEIJMABD_03432","CDBGKAIK_02959","CECHFLPG_02022","IKEEPGDJ_01818","GDNBNODK_01768","LEACNAEK_00178","CABJIOEI_06489","GNFPCNDJ_01861","AELPJDKL_01609","LGGGIJGP_06400","BGKEFAEA_03711","BKCAIGBL_01996","BBPGNFAN_03719","JKFCCDBN_01929","DOOJPGAP_05669"
"group_10080","","hypothetical protein","19","19","1","1","9289","","","","383","383","383","CIGDOPNK_01573","BNMDDFNN_00875","NMHOBMPN_00093","LGHNJHKC_05523","DEIJMABD_05410","CDBGKAIK_02067","CECHFLPG_00842","IKEEPGDJ_00859","GDNBNODK_00597","LEACNAEK_04886","CABJIOEI_05513","GNFPCNDJ_00955","AELPJDKL_00635","LGGGIJGP_05618","BGKEFAEA_04795","BKCAIGBL_01031","BBPGNFAN_01475","JKFCCDBN_05497","DOOJPGAP_03389"
"group_10081","","hypothetical protein","19","19","1","1","12838","","","","470","470","470","CIGDOPNK_03004","BNMDDFNN_01279","NMHOBMPN_01319","LGHNJHKC_05122","DEIJMABD_00169","CDBGKAIK_01661","CECHFLPG_03719","IKEEPGDJ_03941","GDNBNODK_03296","LEACNAEK_04045","CABJIOEI_07963","GNFPCNDJ_03937","AELPJDKL_03248","LGGGIJGP_08665","BGKEFAEA_01956","BKCAIGBL_04116","BBPGNFAN_01881","JKFCCDBN_04415","DOOJPGAP_02983"
"nrdB","","Ribonucleoside-diphosphate reductase subunit beta","19","19","1","1","11769","","","","1247","1247","1247","CIGDOPNK_05409","BNMDDFNN_00508","NMHOBMPN_03499","LGHNJHKC_03693","DEIJMABD_02791","CDBGKAIK_00361","CECHFLPG_05212","IKEEPGDJ_04844","GDNBNODK_05057","LEACNAEK_02063","CABJIOEI_09749","GNFPCNDJ_05431","AELPJDKL_05005","LGGGIJGP_09759","BGKEFAEA_00947","BKCAIGBL_05508","BBPGNFAN_00507","JKFCCDBN_02063","DOOJPGAP_01193"
"ahcY","","Adenosylhomocysteinase","19","19","1","1","7429","","","","1409","1409","1409","CIGDOPNK_02051","BNMDDFNN_03258","NMHOBMPN_02785","LGHNJHKC_03279","DEIJMABD_02351","CDBGKAIK_05260","CECHFLPG_01719","IKEEPGDJ_01219","GDNBNODK_01687","LEACNAEK_01548","CABJIOEI_06407","GNFPCNDJ_01487","AELPJDKL_01528","LGGGIJGP_06020","BGKEFAEA_03852","BKCAIGBL_01432","BBPGNFAN_04532","JKFCCDBN_01102","DOOJPGAP_00443"
"tsaA_2","","putative peroxiredoxin","19","19","1","1","10629","","","","599","599","599","CIGDOPNK_05089","BNMDDFNN_00194","NMHOBMPN_03188","LGHNJHKC_02408","DEIJMABD_05000","CDBGKAIK_00678","CECHFLPG_02686","IKEEPGDJ_02481","GDNBNODK_04738","LEACNAEK_03265","CABJIOEI_09424","GNFPCNDJ_02593","AELPJDKL_04687","LGGGIJGP_07137","BGKEFAEA_03047","BKCAIGBL_02659","BBPGNFAN_00188","JKFCCDBN_00137","DOOJPGAP_00875"
"group_10085","","Purine nucleoside phosphoramidase","19","19","1","1","12180","","","","338","338","338","CIGDOPNK_02259","BNMDDFNN_03049","NMHOBMPN_03000","LGHNJHKC_03487","DEIJMABD_02599","CDBGKAIK_05074","CECHFLPG_02305","IKEEPGDJ_02101","GDNBNODK_01910","LEACNAEK_00372","CABJIOEI_06835","GNFPCNDJ_02205","AELPJDKL_01953","LGGGIJGP_06746","BGKEFAEA_03428","BKCAIGBL_02077","BBPGNFAN_04306","JKFCCDBN_05248","DOOJPGAP_00670"
"nuoK","","NADH-quinone oxidoreductase subunit K","19","19","1","1","12251","","","","308","308","308","CIGDOPNK_01392","BNMDDFNN_03862","NMHOBMPN_01600","LGHNJHKC_02714","DEIJMABD_01967","CDBGKAIK_03406","CECHFLPG_02510","IKEEPGDJ_02159","GDNBNODK_02317","LEACNAEK_05102","CABJIOEI_06894","GNFPCNDJ_02410","AELPJDKL_02011","LGGGIJGP_06951","BGKEFAEA_03223","BKCAIGBL_02337","BBPGNFAN_03559","JKFCCDBN_04791","DOOJPGAP_02726"
"group_10087","","hypothetical protein","19","19","1","1","7375","","","","515","515","515","CIGDOPNK_02103","BNMDDFNN_03206","NMHOBMPN_02837","LGHNJHKC_03331","DEIJMABD_02400","CDBGKAIK_04900","CECHFLPG_02131","IKEEPGDJ_01927","GDNBNODK_02084","LEACNAEK_00546","CABJIOEI_06661","GNFPCNDJ_02031","AELPJDKL_01779","LGGGIJGP_06572","BGKEFAEA_03602","BKCAIGBL_02251","BBPGNFAN_04480","JKFCCDBN_05074","DOOJPGAP_00496"
"rplX","","50S ribosomal protein L24","19","19","1","1","9697","","","","314","314","314","CIGDOPNK_00257","BNMDDFNN_05563","NMHOBMPN_05504","LGHNJHKC_00333","DEIJMABD_06180","CDBGKAIK_05701","CECHFLPG_00316","IKEEPGDJ_00339","GDNBNODK_00812","LEACNAEK_03515","CABJIOEI_05657","GNFPCNDJ_00339","AELPJDKL_00779","LGGGIJGP_05048","BGKEFAEA_05234","BKCAIGBL_00412","BBPGNFAN_05378","JKFCCDBN_03467","DOOJPGAP_04384"
"group_10089","","hypothetical protein","19","19","1","1","8056","","","","539","539","539","CIGDOPNK_04768","BNMDDFNN_01684","NMHOBMPN_00534","LGHNJHKC_04210","DEIJMABD_01253","CDBGKAIK_02329","CECHFLPG_04790","IKEEPGDJ_04390","GDNBNODK_04367","LEACNAEK_05542","CABJIOEI_09048","GNFPCNDJ_05009","AELPJDKL_03730","LGGGIJGP_09153","BGKEFAEA_01401","BKCAIGBL_05086","BBPGNFAN_02363","JKFCCDBN_02569","DOOJPGAP_03849"
"group_10090","","hypothetical protein","19","19","1","1","7474","","","","620","620","620","CIGDOPNK_02007","BNMDDFNN_03302","NMHOBMPN_02740","LGHNJHKC_03234","DEIJMABD_02307","CDBGKAIK_05216","CECHFLPG_01763","IKEEPGDJ_01263","GDNBNODK_01643","LEACNAEK_01592","CABJIOEI_06363","GNFPCNDJ_01443","AELPJDKL_01484","LGGGIJGP_06064","BGKEFAEA_03896","BKCAIGBL_01476","BBPGNFAN_04576","JKFCCDBN_01146","DOOJPGAP_00399"
"group_10091","tsaA_2","putative peroxiredoxin","19","19","1","1","8273","","","","602","602","602","CIGDOPNK_01813","BNMDDFNN_01485","NMHOBMPN_00336","LGHNJHKC_00661","DEIJMABD_01476","CDBGKAIK_02132","CECHFLPG_04987","IKEEPGDJ_04193","GDNBNODK_04564","LEACNAEK_04941","CABJIOEI_09245","GNFPCNDJ_05206","AELPJDKL_03927","LGGGIJGP_09350","BGKEFAEA_01598","BKCAIGBL_05283","BBPGNFAN_02560","JKFCCDBN_02766","DOOJPGAP_03652"
"group_10092","","hypothetical protein","19","19","1","1","13497","","","","407","407","407","CIGDOPNK_04187","BNMDDFNN_02843","NMHOBMPN_02447","LGHNJHKC_04864","DEIJMABD_04078","CDBGKAIK_01368","CECHFLPG_04434","IKEEPGDJ_05288","GDNBNODK_03694","LEACNAEK_02839","CABJIOEI_08368","GNFPCNDJ_04335","AELPJDKL_04473","LGGGIJGP_10030","BGKEFAEA_00084","BKCAIGBL_04727","BBPGNFAN_00951","JKFCCDBN_01333","DOOJPGAP_05047"
"yohD_1","","Inner membrane protein YohD","19","19","1","1","13096","","","","590","590","590","CIGDOPNK_03806","BNMDDFNN_05610","NMHOBMPN_02063","LGHNJHKC_04489","DEIJMABD_01525","CDBGKAIK_00992","CECHFLPG_04058","IKEEPGDJ_05664","GDNBNODK_04070","LEACNAEK_02463","CABJIOEI_08745","GNFPCNDJ_04711","AELPJDKL_04097","LGGGIJGP_10406","BGKEFAEA_00460","BKCAIGBL_04351","BBPGNFAN_01327","JKFCCDBN_00567","DOOJPGAP_05423"
"group_10094","","hypothetical protein","19","19","1","1","7850","","","","581","581","581","CIGDOPNK_02328","BNMDDFNN_04159","NMHOBMPN_03776","LGHNJHKC_02964","DEIJMABD_05522","CDBGKAIK_02664","CECHFLPG_01520","IKEEPGDJ_01628","GDNBNODK_01281","LEACNAEK_04328","CABJIOEI_06171","GNFPCNDJ_01561","AELPJDKL_01247","LGGGIJGP_06224","BGKEFAEA_04087","BKCAIGBL_01635","BBPGNFAN_04014","JKFCCDBN_03649","DOOJPGAP_00207"
